age,experience,education,job_title,location,company_size,skills,salary
46,6,Master,Sales Executive,Atlanta,Small (50-200),"Financial Modeling, Excel, Project Management, SQL, Machine Learning, Teamwork, Python",76040
24,9,Master,DevOps Engineer,Austin,Small (50-200),"Machine Learning, Teamwork, SQL, Financial Modeling, Leadership, Python, PowerPoint",121379
35,25,Master,Sales Executive,Boston,Medium (200-1000),"JavaScript, Excel, Leadership, SQL, AWS, Teamwork",184316
28,4,Master,HR Specialist,Atlanta,Large (1000+),"JavaScript, Python, SQL, Excel, Leadership, Project Management, Machine Learning, Communication",85056
22,2,Bachelor,UX Designer,Los Angeles,Startup (1-50),"JavaScript, Excel, Python, Leadership, AWS",113446
42,12,Bachelor,Medical Technician,Atlanta,Startup (1-50),"Leadership, PowerPoint, Excel, Machine Learning, Teamwork",94576
32,24,Bachelor,Product Manager,San Francisco,Startup (1-50),"Machine Learning, Excel, PowerPoint, Communication, JavaScript",228827
50,29,Master,DevOps Engineer,Remote,Large (1000+),"Machine Learning, PowerPoint, AWS, Communication, Teamwork, Project Management",205193
51,30,Bachelor,HR Specialist,Boston,Large (1000+),"SQL, Financial Modeling, JavaScript, PowerPoint, Project Management, Communication, Excel",189377
42,12,Bachelor,Sales Executive,Seattle,Large (1000+),"Communication, Leadership, JavaScript, Financial Modeling, PowerPoint, Python, Project Management",125818
33,7,Bachelor,Nurse,Denver,Small (50-200),"AWS, Python, JavaScript, Excel, Project Management, Financial Modeling, Machine Learning",93764
29,37,Bachelor,Product Manager,Boston,Small (50-200),"Teamwork, Excel, Financial Modeling, Machine Learning, Leadership, JavaScript, Project Management",236732
55,26,Master,UX Designer,San Francisco,Startup (1-50),"Python, PowerPoint, JavaScript, Financial Modeling, Teamwork",271504
33,9,Master,Financial Analyst,Atlanta,Large (1000+),"Python, Machine Learning, SQL, Leadership, JavaScript, Project Management",123618
26,26,Bachelor,Medical Technician,Atlanta,Small (50-200),"AWS, SQL, Excel, Machine Learning, Leadership, Python, JavaScript",132080
36,2,High School,Data Scientist,Boston,Medium (200-1000),"Machine Learning, Excel, Communication, PowerPoint, Teamwork, Leadership, AWS, Project Management",94161
22,5,Bachelor,Nurse,Chicago,Medium (200-1000),"SQL, Project Management, Teamwork, Machine Learning, Python, Excel, AWS",110598
46,28,Bachelor,Data Scientist,New York,Medium (200-1000),"Leadership, AWS, Project Management, Excel, Python, Machine Learning, Communication, PowerPoint",271619
55,10,Bachelor,Marketing Manager,Chicago,Small (50-200),"Leadership, Teamwork, Communication, Python, AWS, JavaScript",83448
47,36,Bachelor,Financial Analyst,Atlanta,Small (50-200),"Python, Financial Modeling, Project Management, PowerPoint, JavaScript",138906
30,5,Bachelor,HR Specialist,Austin,Startup (1-50),"Leadership, Project Management, JavaScript, Machine Learning, AWS, SQL, Excel, Financial Modeling",64612
48,35,High School,DevOps Engineer,New York,Small (50-200),"JavaScript, Python, AWS, Teamwork, Machine Learning",230040
35,22,Master,Teacher,Seattle,Small (50-200),"Communication, Python, Excel, Machine Learning, PowerPoint, Financial Modeling, JavaScript",143610
53,20,Bachelor,HR Specialist,Chicago,Small (50-200),"Excel, SQL, Communication, JavaScript, Python",99427
56,36,Bachelor,Software Engineer,Seattle,Startup (1-50),"Excel, Machine Learning, Python, Project Management, Communication",197304
25,6,Bachelor,HR Specialist,Seattle,Large (1000+),"Excel, Leadership, Communication, Teamwork, Financial Modeling, PowerPoint",113417
31,17,Bachelor,Data Scientist,Los Angeles,Medium (200-1000),"JavaScript, Python, AWS, Machine Learning, Excel, Teamwork, SQL",206156
30,31,Bachelor,Teacher,Chicago,Startup (1-50),"Machine Learning, JavaScript, Excel, Leadership, SQL, Teamwork",118245
40,2,Master,UX Designer,Chicago,Medium (200-1000),"PowerPoint, Financial Modeling, SQL, AWS, Teamwork",126763
52,24,High School,UX Designer,Denver,Large (1000+),"Python, Communication, AWS, Teamwork, SQL, Excel",171804
22,7,PhD,Software Engineer,Seattle,Large (1000+),"Project Management, Financial Modeling, Teamwork, Python, Machine Learning, Excel, PowerPoint, Leadership",224664
32,36,Bachelor,Investment Banker,Los Angeles,Medium (200-1000),"Teamwork, Excel, Project Management, AWS, Communication, Python, JavaScript",243599
40,28,Bachelor,Marketing Manager,Los Angeles,Medium (200-1000),"Communication, Excel, Teamwork, Leadership, Financial Modeling, AWS, PowerPoint",190700
26,7,Bachelor,UX Designer,Austin,Medium (200-1000),"JavaScript, Communication, Leadership, Financial Modeling, Machine Learning, AWS",97194
24,33,Master,Marketing Manager,New York,Small (50-200),"Financial Modeling, Project Management, Communication, Teamwork, Leadership, Python",242451
49,34,Bachelor,Product Manager,San Francisco,Medium (200-1000),"Communication, Python, Project Management, Excel, Machine Learning, AWS, JavaScript, Teamwork",313413
48,18,Bachelor,Sales Executive,San Francisco,Large (1000+),"Excel, JavaScript, Project Management, Machine Learning, Teamwork, PowerPoint, Python",196681
50,39,Bachelor,DevOps Engineer,Atlanta,Large (1000+),"Project Management, AWS, Excel, Teamwork, Leadership",216995
59,26,Bachelor,Product Manager,Chicago,Large (1000+),"Leadership, Project Management, Financial Modeling, Python, Excel, Machine Learning, SQL, Communication",223999
54,11,Bachelor,Medical Technician,Denver,Medium (200-1000),"Financial Modeling, Python, Project Management, PowerPoint, Machine Learning",120082
29,4,PhD,Product Manager,Los Angeles,Large (1000+),"Teamwork, JavaScript, Excel, Financial Modeling, PowerPoint",244488
50,8,Master,DevOps Engineer,Boston,Large (1000+),"PowerPoint, Leadership, SQL, Excel, JavaScript, Project Management, Teamwork, Machine Learning",193332
33,14,Bachelor,Data Scientist,Austin,Startup (1-50),"SQL, JavaScript, Financial Modeling, AWS, Leadership, Machine Learning, Teamwork",112084
55,18,Bachelor,Product Manager,Los Angeles,Startup (1-50),"Leadership, Teamwork, JavaScript, AWS, Communication, Machine Learning, Python",178358
38,1,Bachelor,Risk Manager,Denver,Small (50-200),"Leadership, Machine Learning, AWS, Python, JavaScript, SQL, Project Management",83048
23,27,Bachelor,HR Specialist,Boston,Small (50-200),"AWS, Financial Modeling, Machine Learning, JavaScript, Leadership",146242
42,6,Master,Sales Executive,Austin,Medium (200-1000),"Excel, Python, SQL, Communication, Teamwork, Leadership",80109
39,13,Bachelor,UX Designer,Denver,Large (1000+),"Python, PowerPoint, Project Management, Leadership, AWS",170916
50,12,Bachelor,Teacher,New York,Startup (1-50),"Python, Leadership, AWS, Machine Learning, Project Management, Teamwork, JavaScript",116123
55,3,High School,Financial Analyst,Los Angeles,Medium (200-1000),"PowerPoint, Leadership, JavaScript, AWS, Communication",90526
23,25,Master,DevOps Engineer,Atlanta,Small (50-200),"Leadership, SQL, Project Management, Python, AWS, PowerPoint, Excel",156155
45,7,Bachelor,Risk Manager,Remote,Large (1000+),"SQL, Excel, Project Management, Machine Learning, Communication",98010
31,32,PhD,DevOps Engineer,Seattle,Startup (1-50),"Teamwork, Communication, Machine Learning, Leadership, SQL, Excel, Project Management",253057
39,9,Bachelor,Doctor,New York,Medium (200-1000),"Python, SQL, Teamwork, PowerPoint, AWS",179600
48,17,Master,HR Specialist,Denver,Small (50-200),"AWS, Financial Modeling, Excel, PowerPoint, Project Management",125601
54,30,Bachelor,Nurse,Los Angeles,Medium (200-1000),"PowerPoint, Machine Learning, Leadership, Python, Project Management, Communication",286263
24,12,Master,Medical Technician,Seattle,Medium (200-1000),"AWS, Leadership, Python, Communication, Project Management",172868
35,18,Bachelor,Financial Analyst,Chicago,Medium (200-1000),"JavaScript, Financial Modeling, SQL, Leadership, Excel, PowerPoint, Communication, AWS",134334
28,26,Master,Financial Analyst,Remote,Large (1000+),"Project Management, Communication, Python, Leadership, AWS",180345
53,30,Master,Doctor,Chicago,Small (50-200),"Project Management, Machine Learning, SQL, Leadership, Python, PowerPoint, Teamwork, JavaScript",217706
28,23,Bachelor,Accountant,Denver,Startup (1-50),"Machine Learning, SQL, Leadership, Communication, Teamwork, PowerPoint, AWS",130780
58,37,PhD,UX Designer,Seattle,Medium (200-1000),"AWS, JavaScript, Python, Financial Modeling, Teamwork, Communication, PowerPoint, Machine Learning",338416
26,22,Bachelor,Medical Technician,Remote,Small (50-200),"PowerPoint, AWS, SQL, Python, Project Management, Excel, Leadership, Financial Modeling",133033
22,26,Master,Risk Manager,Seattle,Small (50-200),"Leadership, Excel, Machine Learning, Project Management, Communication",199575
36,11,Bachelor,Nurse,Seattle,Small (50-200),"Leadership, Communication, Project Management, Excel, Python, AWS, SQL, PowerPoint",129392
49,2,Bachelor,HR Specialist,Boston,Small (50-200),"Project Management, Financial Modeling, Machine Learning, JavaScript, SQL, Leadership, AWS",86545
53,35,Master,Teacher,New York,Startup (1-50),"Leadership, Project Management, PowerPoint, AWS, Excel, Teamwork, Financial Modeling",222650
51,17,PhD,Financial Analyst,Atlanta,Medium (200-1000),"Leadership, JavaScript, AWS, Teamwork, Financial Modeling, Machine Learning, Communication",144090
30,36,Bachelor,DevOps Engineer,Boston,Small (50-200),"Communication, Project Management, Leadership, PowerPoint, Teamwork, AWS, Machine Learning, Python",250347
59,29,High School,Product Manager,Los Angeles,Small (50-200),"Financial Modeling, Excel, Machine Learning, Project Management, Python",196390
48,35,Bachelor,Doctor,Atlanta,Medium (200-1000),"Teamwork, PowerPoint, SQL, Leadership, AWS, Excel, Project Management, Financial Modeling",196214
35,27,Bachelor,Marketing Manager,Austin,Medium (200-1000),"Teamwork, Machine Learning, Financial Modeling, Project Management, AWS, SQL, Excel, PowerPoint",120460
24,22,Bachelor,Teacher,Austin,Large (1000+),"Teamwork, Python, PowerPoint, AWS, SQL, JavaScript, Project Management, Excel",129978
33,39,Bachelor,Software Engineer,Boston,Large (1000+),"Teamwork, PowerPoint, Leadership, AWS, SQL, Python, Machine Learning, Excel",317456
23,35,Bachelor,Investment Banker,Denver,Large (1000+),"Leadership, JavaScript, Teamwork, Machine Learning, Communication, PowerPoint, Excel",209104
45,33,PhD,Marketing Manager,San Francisco,Large (1000+),"Financial Modeling, Python, Excel, PowerPoint, SQL, Communication, AWS",356276
39,28,Master,Investment Banker,Seattle,Startup (1-50),"PowerPoint, Machine Learning, SQL, Teamwork, Leadership, Project Management",166692
32,34,Bachelor,Nurse,Remote,Large (1000+),"PowerPoint, Project Management, Python, Machine Learning, Teamwork, Communication, Leadership",220520
30,6,Bachelor,Sales Executive,Atlanta,Small (50-200),"AWS, PowerPoint, JavaScript, Financial Modeling, Excel, Communication, Teamwork, Machine Learning",57328
58,8,Master,HR Specialist,Remote,Small (50-200),"Excel, Python, JavaScript, Communication, PowerPoint, AWS, Financial Modeling, Leadership",81351
28,14,Bachelor,Investment Banker,Austin,Small (50-200),"Financial Modeling, PowerPoint, Leadership, Project Management, Communication",94530
40,0,High School,HR Specialist,Remote,Small (50-200),"Teamwork, Project Management, JavaScript, Excel, AWS, Leadership, PowerPoint",40786
28,26,Master,Teacher,Remote,Startup (1-50),"SQL, Excel, Python, PowerPoint, Teamwork, JavaScript, Communication",99559
53,19,Bachelor,HR Specialist,New York,Startup (1-50),"Leadership, Financial Modeling, JavaScript, Machine Learning, Python, Communication, Excel",137830
56,8,Bachelor,Doctor,Atlanta,Startup (1-50),"Excel, Python, Teamwork, Financial Modeling, AWS",79118
50,26,PhD,Marketing Manager,Boston,Large (1000+),"Project Management, Excel, AWS, Machine Learning, PowerPoint, Leadership",267171
59,13,Master,Financial Analyst,San Francisco,Small (50-200),"PowerPoint, Leadership, Machine Learning, Excel, Teamwork, Financial Modeling, AWS",208094
49,9,Master,DevOps Engineer,Remote,Small (50-200),"SQL, Excel, JavaScript, Project Management, Teamwork",119080
32,8,Master,Medical Technician,Atlanta,Large (1000+),"PowerPoint, Financial Modeling, Teamwork, Project Management, JavaScript",142283
53,28,Master,Data Scientist,Atlanta,Medium (200-1000),"Excel, Leadership, Teamwork, JavaScript, AWS",181350
56,4,PhD,Software Engineer,Boston,Large (1000+),"Excel, PowerPoint, JavaScript, Financial Modeling, Teamwork, Project Management, Machine Learning, SQL",195221
26,6,Bachelor,Investment Banker,San Francisco,Startup (1-50),"Machine Learning, Financial Modeling, PowerPoint, SQL, Python, Excel, Project Management, AWS",125930
59,35,PhD,Nurse,Atlanta,Small (50-200),"Financial Modeling, Teamwork, Excel, AWS, JavaScript, SQL",230824
34,22,Bachelor,Product Manager,Boston,Startup (1-50),"Python, SQL, AWS, Communication, Leadership, Machine Learning",174679
25,29,PhD,Accountant,Seattle,Medium (200-1000),"Python, Communication, Machine Learning, Financial Modeling, AWS, Leadership, Project Management, JavaScript",269411
41,19,Bachelor,Medical Technician,Los Angeles,Small (50-200),"AWS, Teamwork, SQL, Project Management, Communication, Python",202676
31,8,Bachelor,Sales Executive,Chicago,Startup (1-50),"Project Management, Leadership, Communication, Machine Learning, Teamwork",69497
49,25,Bachelor,Marketing Manager,Chicago,Small (50-200),"Teamwork, Project Management, Excel, Financial Modeling, AWS, SQL, JavaScript, PowerPoint",110051
29,27,Bachelor,Risk Manager,Austin,Large (1000+),"Excel, Communication, AWS, Teamwork, Machine Learning, Python, Financial Modeling",172754
43,14,High School,DevOps Engineer,Seattle,Startup (1-50),"JavaScript, Communication, Teamwork, PowerPoint, Financial Modeling, Leadership, Python",108446
27,14,Bachelor,Medical Technician,Denver,Startup (1-50),"Project Management, Machine Learning, SQL, JavaScript, Financial Modeling, PowerPoint",128523
41,34,Bachelor,Doctor,Austin,Startup (1-50),"PowerPoint, Project Management, Teamwork, Communication, Python, Machine Learning, JavaScript",166245
31,29,Bachelor,Data Scientist,Atlanta,Small (50-200),"Financial Modeling, PowerPoint, Python, Machine Learning, Leadership, Teamwork, Communication, SQL",152544
22,3,Bachelor,Software Engineer,Austin,Medium (200-1000),"Excel, Machine Learning, JavaScript, Teamwork, Communication",90400
41,31,PhD,Teacher,Austin,Startup (1-50),"Communication, Financial Modeling, Leadership, Teamwork, SQL",155299
58,3,Bachelor,Medical Technician,Atlanta,Large (1000+),"Financial Modeling, Excel, SQL, Communication, Project Management, Machine Learning, Teamwork, Python",93323
57,6,Bachelor,Teacher,Boston,Small (50-200),"Leadership, Financial Modeling, JavaScript, Machine Learning, AWS",90641
58,6,Master,Investment Banker,New York,Startup (1-50),"Teamwork, Python, Machine Learning, PowerPoint, Communication, Project Management, Leadership, Financial Modeling",151169
55,35,Bachelor,Marketing Manager,Austin,Large (1000+),"Financial Modeling, Communication, PowerPoint, AWS, Teamwork, Excel, Python, Leadership",166092
26,34,Bachelor,UX Designer,Boston,Medium (200-1000),"AWS, Leadership, PowerPoint, Machine Learning, Python, Project Management, JavaScript",243418
54,26,Bachelor,Pharmacist,San Francisco,Startup (1-50),"Financial Modeling, Teamwork, Communication, Machine Learning, SQL",237901
28,11,High School,Risk Manager,Chicago,Large (1000+),"AWS, SQL, Leadership, Project Management, Python, PowerPoint",111885
50,13,High School,Investment Banker,San Francisco,Startup (1-50),"PowerPoint, Communication, Project Management, Machine Learning, Leadership, JavaScript",124425
32,31,Bachelor,DevOps Engineer,Los Angeles,Small (50-200),"Leadership, SQL, Excel, Python, Teamwork, PowerPoint, Machine Learning",258813
48,17,Bachelor,Data Scientist,New York,Large (1000+),"SQL, PowerPoint, Machine Learning, Leadership, Teamwork, AWS, Communication",238939
50,26,Bachelor,Accountant,Atlanta,Large (1000+),"Project Management, Excel, SQL, Financial Modeling, Python, Communication, Machine Learning",158089
26,6,Master,Investment Banker,Atlanta,Small (50-200),"AWS, SQL, Project Management, Leadership, Communication, Python, PowerPoint",94040
36,1,Master,Investment Banker,Boston,Large (1000+),"Communication, Machine Learning, Excel, Teamwork, JavaScript",152115
32,24,Master,HR Specialist,Denver,Large (1000+),"SQL, Machine Learning, Teamwork, Communication, PowerPoint, Project Management, Python, Financial Modeling",197581
58,38,Bachelor,Risk Manager,Atlanta,Small (50-200),"Machine Learning, Leadership, Communication, AWS, Excel",136516
56,16,High School,Pharmacist,Chicago,Medium (200-1000),"Python, Leadership, Project Management, Machine Learning, Financial Modeling, Communication",123757
26,27,Bachelor,HR Specialist,Remote,Medium (200-1000),"SQL, Python, Machine Learning, Excel, Financial Modeling",115857
43,6,Bachelor,Sales Executive,San Francisco,Medium (200-1000),"Project Management, Communication, JavaScript, Python, Financial Modeling, PowerPoint, AWS",116393
22,34,Master,DevOps Engineer,Los Angeles,Startup (1-50),"JavaScript, Python, PowerPoint, Project Management, Communication, Leadership, Machine Learning",291545
54,33,Bachelor,Risk Manager,Denver,Large (1000+),"SQL, Machine Learning, Python, Excel, Financial Modeling, AWS, Teamwork",218262
40,1,High School,Sales Executive,Denver,Startup (1-50),"Machine Learning, Python, AWS, Excel, SQL",56501
29,33,Bachelor,Pharmacist,Austin,Small (50-200),"JavaScript, PowerPoint, Python, Excel, Leadership, Financial Modeling, SQL, Machine Learning",181706
29,20,Bachelor,Product Manager,Los Angeles,Small (50-200),"Excel, Teamwork, Leadership, Python, Financial Modeling",185256
44,0,Master,Investment Banker,Los Angeles,Small (50-200),"Python, Financial Modeling, PowerPoint, JavaScript, Communication, Teamwork, Leadership, Excel",115155
31,11,High School,Investment Banker,New York,Startup (1-50),"Python, Leadership, Excel, Teamwork, SQL, AWS",109981
50,10,Bachelor,DevOps Engineer,Los Angeles,Small (50-200),"Leadership, AWS, Excel, Communication, JavaScript, SQL, Python",143589
37,3,Master,Nurse,Seattle,Startup (1-50),"Excel, Teamwork, AWS, Communication, JavaScript",104321
32,33,Master,Product Manager,Seattle,Startup (1-50),"Financial Modeling, Python, PowerPoint, JavaScript, SQL, Leadership, Project Management",231600
42,20,High School,UX Designer,Boston,Small (50-200),"PowerPoint, AWS, Python, Project Management, Excel, JavaScript, Leadership",143709
47,11,Master,Marketing Manager,New York,Small (50-200),"SQL, JavaScript, PowerPoint, AWS, Teamwork, Leadership, Financial Modeling",140649
39,13,Bachelor,Sales Executive,Austin,Large (1000+),"PowerPoint, Financial Modeling, Project Management, Machine Learning, SQL",104119
29,17,Master,Risk Manager,Austin,Medium (200-1000),"SQL, Leadership, Excel, Machine Learning, Python, Communication",131897
29,11,Bachelor,Financial Analyst,Seattle,Startup (1-50),"PowerPoint, Teamwork, Python, Communication, AWS, Leadership",107274
51,13,PhD,Accountant,Remote,Small (50-200),"Machine Learning, Leadership, Project Management, SQL, Teamwork, Communication, PowerPoint, AWS",127594
24,23,Bachelor,Data Scientist,Austin,Medium (200-1000),"Financial Modeling, Machine Learning, JavaScript, PowerPoint, Python, Leadership",146684
24,18,Bachelor,UX Designer,Boston,Startup (1-50),"JavaScript, Python, Machine Learning, SQL, Communication, Teamwork, Project Management",159119
52,1,High School,Risk Manager,Boston,Medium (200-1000),"Financial Modeling, SQL, Project Management, Excel, AWS",91522
51,22,Master,Investment Banker,Remote,Startup (1-50),"Leadership, Financial Modeling, PowerPoint, Project Management, Excel",119956
22,5,Master,Financial Analyst,New York,Startup (1-50),"Teamwork, SQL, Machine Learning, Leadership, Python, Financial Modeling, PowerPoint",130577
34,22,Bachelor,DevOps Engineer,Boston,Small (50-200),"Leadership, Teamwork, JavaScript, Financial Modeling, Python, SQL, Project Management, Excel",198580
22,4,PhD,Nurse,San Francisco,Large (1000+),"Teamwork, JavaScript, Communication, PowerPoint, AWS, Python",230351
24,12,High School,Software Engineer,Los Angeles,Startup (1-50),"Financial Modeling, Excel, PowerPoint, Project Management, Teamwork",111154
49,8,PhD,Medical Technician,San Francisco,Medium (200-1000),"Machine Learning, SQL, JavaScript, PowerPoint, Excel, Project Management, AWS",250228
43,4,Master,Risk Manager,San Francisco,Small (50-200),"PowerPoint, Project Management, Leadership, Communication, Teamwork, Excel, JavaScript",163418
38,16,Bachelor,Software Engineer,Austin,Startup (1-50),"Project Management, Excel, PowerPoint, Teamwork, JavaScript, SQL",105191
33,7,Master,Sales Executive,Boston,Startup (1-50),"Financial Modeling, PowerPoint, Project Management, AWS, JavaScript, SQL",107311
49,36,Master,Data Scientist,Seattle,Medium (200-1000),"Leadership, Project Management, Excel, JavaScript, PowerPoint, Teamwork, AWS, Financial Modeling",297183
43,39,Bachelor,Sales Executive,Atlanta,Large (1000+),"Leadership, Python, Teamwork, Financial Modeling, Machine Learning",156296
50,31,Master,Risk Manager,Denver,Medium (200-1000),"Communication, Teamwork, AWS, Financial Modeling, Python",201502
57,14,Bachelor,Investment Banker,New York,Startup (1-50),"JavaScript, Python, Leadership, Teamwork, PowerPoint, Excel",143805
27,11,Master,Pharmacist,Atlanta,Large (1000+),"JavaScript, PowerPoint, Project Management, Financial Modeling, Leadership, Teamwork",132097
32,38,Bachelor,UX Designer,Remote,Large (1000+),"AWS, Leadership, Python, Machine Learning, Excel, JavaScript",218293
34,14,Bachelor,DevOps Engineer,San Francisco,Large (1000+),"Machine Learning, Communication, JavaScript, Teamwork, Leadership, AWS, Python",242830
46,34,High School,Doctor,Remote,Large (1000+),"Project Management, Leadership, SQL, PowerPoint, AWS, Python, Communication, Teamwork",171768
57,13,Bachelor,Financial Analyst,Remote,Medium (200-1000),"Teamwork, PowerPoint, Leadership, Python, AWS, Machine Learning, Project Management",104736
23,19,Master,Sales Executive,Austin,Small (50-200),"Excel, JavaScript, Project Management, Communication, Leadership, AWS, Teamwork",108807
31,32,PhD,Pharmacist,Atlanta,Startup (1-50),"Excel, SQL, Project Management, Machine Learning, Financial Modeling, PowerPoint",210101
51,29,High School,Risk Manager,Remote,Large (1000+),"SQL, Machine Learning, Financial Modeling, JavaScript, PowerPoint, Communication, Excel",127064
25,23,Master,Software Engineer,Boston,Small (50-200),"Machine Learning, SQL, Python, Excel, PowerPoint, JavaScript, Financial Modeling",238500
56,17,Bachelor,Teacher,Atlanta,Startup (1-50),"Excel, SQL, Teamwork, Leadership, AWS, Python",80464
34,7,Master,Accountant,Seattle,Startup (1-50),"Communication, SQL, Python, PowerPoint, JavaScript",110216
32,15,Bachelor,Accountant,Boston,Large (1000+),"Machine Learning, SQL, Communication, AWS, Python",161150
27,1,Bachelor,Sales Executive,Atlanta,Small (50-200),"Leadership, Machine Learning, AWS, PowerPoint, JavaScript",45312
31,16,Bachelor,UX Designer,Los Angeles,Large (1000+),"JavaScript, Leadership, SQL, PowerPoint, Machine Learning, Financial Modeling",234572
34,17,Master,Software Engineer,Boston,Startup (1-50),"Project Management, SQL, Teamwork, PowerPoint, Communication, Financial Modeling, Python, Machine Learning",183734
44,34,Bachelor,Software Engineer,Austin,Medium (200-1000),"PowerPoint, Communication, Teamwork, Python, Leadership",181434
50,27,Master,HR Specialist,Atlanta,Medium (200-1000),"Excel, Financial Modeling, Teamwork, JavaScript, Communication, SQL",139167
58,19,Bachelor,Data Scientist,Denver,Large (1000+),"Excel, Communication, JavaScript, Teamwork, Python, Machine Learning, Leadership, Financial Modeling",181020
41,8,Master,Data Scientist,San Francisco,Medium (200-1000),"Excel, JavaScript, Leadership, Financial Modeling, Python, Communication, Project Management",210109
59,23,Master,Medical Technician,Austin,Medium (200-1000),"PowerPoint, SQL, Communication, Machine Learning, Leadership, Excel, Python, Project Management",185606
42,23,Master,Risk Manager,Los Angeles,Small (50-200),"Project Management, Excel, PowerPoint, Teamwork, Machine Learning, Leadership",212396
33,20,Bachelor,Teacher,Seattle,Large (1000+),"SQL, Leadership, JavaScript, Project Management, Teamwork, Financial Modeling",154765
50,8,Master,Accountant,Seattle,Medium (200-1000),"Python, Machine Learning, Teamwork, SQL, Excel, JavaScript, AWS, Financial Modeling",146250
50,35,Bachelor,Accountant,Remote,Medium (200-1000),"Teamwork, Financial Modeling, Leadership, Machine Learning, Excel, PowerPoint, JavaScript, Communication",155151
39,19,Bachelor,HR Specialist,Los Angeles,Startup (1-50),"AWS, Teamwork, Leadership, JavaScript, Project Management, Excel, Financial Modeling, SQL",129492
36,18,PhD,Marketing Manager,Boston,Medium (200-1000),"Machine Learning, Project Management, PowerPoint, Teamwork, Communication, Leadership, Python",184417
27,21,PhD,Software Engineer,Chicago,Small (50-200),"AWS, Machine Learning, PowerPoint, Communication, JavaScript, Financial Modeling, Project Management, Teamwork",201332
44,1,Master,Accountant,Chicago,Small (50-200),"PowerPoint, Teamwork, Excel, Leadership, JavaScript, Machine Learning",91150
34,9,Master,Teacher,Atlanta,Startup (1-50),"SQL, JavaScript, Communication, Python, AWS, Excel, Project Management",79630
22,28,Bachelor,Sales Executive,Chicago,Medium (200-1000),"Financial Modeling, JavaScript, Leadership, Python, Teamwork, Project Management, SQL",137999
47,4,Master,Data Scientist,Seattle,Medium (200-1000),"Financial Modeling, SQL, Project Management, Excel, Python, Teamwork, Leadership",138816
46,20,Bachelor,HR Specialist,Remote,Startup (1-50),"JavaScript, Communication, AWS, Leadership, Machine Learning, Excel, SQL",85000
41,32,PhD,DevOps Engineer,Remote,Large (1000+),"AWS, Project Management, PowerPoint, Leadership, Machine Learning, Financial Modeling, SQL",255640
33,39,Bachelor,Nurse,San Francisco,Startup (1-50),"Machine Learning, Communication, Leadership, Teamwork, Financial Modeling, Python, JavaScript, SQL",312299
38,14,Bachelor,Data Scientist,San Francisco,Medium (200-1000),"Financial Modeling, JavaScript, Leadership, Python, SQL, Teamwork, Excel",209540
33,2,High School,Marketing Manager,Chicago,Small (50-200),"Financial Modeling, Project Management, JavaScript, Communication, Leadership, Excel",54687
32,12,PhD,Software Engineer,Seattle,Large (1000+),"JavaScript, Machine Learning, Financial Modeling, Communication, SQL, AWS, PowerPoint",250849
41,3,High School,HR Specialist,Los Angeles,Small (50-200),"Teamwork, Project Management, Excel, AWS, PowerPoint, SQL, Leadership",68656
47,16,Master,Data Scientist,Denver,Small (50-200),"Communication, SQL, Leadership, Financial Modeling, AWS",172002
44,8,Bachelor,Financial Analyst,Chicago,Small (50-200),"Excel, Python, Financial Modeling, AWS, JavaScript, Machine Learning, Project Management",99640
40,24,Bachelor,Data Scientist,Boston,Startup (1-50),"Machine Learning, SQL, Project Management, Communication, Excel, Python",184761
51,27,High School,Medical Technician,Los Angeles,Small (50-200),"Communication, Python, Financial Modeling, Machine Learning, Teamwork, Leadership, Excel",189448
53,14,Bachelor,Investment Banker,Boston,Startup (1-50),"Machine Learning, Financial Modeling, PowerPoint, AWS, Excel",113393
22,25,Master,Accountant,Remote,Large (1000+),"Excel, SQL, JavaScript, PowerPoint, AWS",170162
56,36,High School,Financial Analyst,Remote,Small (50-200),"SQL, Python, Teamwork, Communication, Leadership, Project Management",110733
57,32,High School,HR Specialist,Los Angeles,Small (50-200),"Leadership, Financial Modeling, Communication, SQL, Teamwork, Machine Learning",144202
45,7,Bachelor,Teacher,Los Angeles,Small (50-200),"Machine Learning, Excel, PowerPoint, SQL, JavaScript",105260
30,29,Master,Teacher,New York,Medium (200-1000),"Excel, PowerPoint, Machine Learning, Python, SQL",229221
26,27,Bachelor,Nurse,Remote,Startup (1-50),"Excel, Teamwork, Project Management, Communication, PowerPoint",133243
34,24,Bachelor,Software Engineer,Atlanta,Large (1000+),"PowerPoint, AWS, Communication, Teamwork, JavaScript, SQL, Python, Leadership",162168
47,12,Bachelor,DevOps Engineer,Chicago,Small (50-200),"PowerPoint, Financial Modeling, Excel, JavaScript, Python",121993
24,5,High School,Nurse,Los Angeles,Medium (200-1000),"SQL, Excel, Financial Modeling, Machine Learning, Teamwork",100803
43,12,Bachelor,Software Engineer,Chicago,Small (50-200),"Project Management, Python, Financial Modeling, SQL, Communication",118331
34,32,Bachelor,Pharmacist,New York,Medium (200-1000),"Teamwork, Project Management, Communication, PowerPoint, Python, AWS, Machine Learning, SQL",297208
24,21,Bachelor,HR Specialist,Atlanta,Startup (1-50),"AWS, Leadership, Machine Learning, Communication, Financial Modeling, Excel, PowerPoint",79742
31,32,Bachelor,Medical Technician,New York,Small (50-200),"AWS, Machine Learning, SQL, Teamwork, Python, Excel",295154
